Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
49	391	Nahrung	O	none	0
50	399	finden	B-Bewegung-ALT	03EB7483-8910-403B-ABC7-1637417A5E93	1
51	405	,	O	none	0
52	407	erstrecken	O	none	0
53	418	sich	O	none	0
54	423	bis	B-Richtung	EFEECEA7-745F-4977-8495-FF52A6DC20F3	1
55	427	in	B-Richtung	B82CE21D-23FF-4A05-BD2A-FEB13E4E509C	1
56	430	die	O	none	0
57	434	Nähe	B-Ort-Container	5B18D887-5A32-475F-BECD-8156C2BEF4F9	1
58	439	der	B-Positionierung	8BE5AF13-29FC-4E18-A2B9-6182876C5C7B	1
59	443	Stadt	B-Ort-Container	BFBF8BAE-5B15-4EB0-B2C0-4DF7ED71FA10	1
60	449	Görlitz	B-Ort-Container	89024601-DD37-4AFE-AD6A-049F6076B8AB	1
61	457	und	O	none	0
62	460	\n                     	O	none	0
63	482	bergen	B-Bewegung-ALT	C5E8C69F-5B67-4B3A-B347-F6856B8759A7	1
64	489	in	B-Positionierung	B8249570-4474-4ABD-8B28-CD3247DBAA7B	1
65	492	ihrem	O	none	0
66	498	schattigen	O	none	0
67	509	Dunkel	B-Ort-Container	D397B5D2-207A-44E5-A2B0-5A74D0AAEBA1	1
68	516	mehrere	B-Dimensionierung-Menge	D55D9F05-B8AF-4CA3-A366-6B978CAB2D2F	1
69	524	Städte	B-Ort-Container	5E71766D-95DB-45B4-9595-A2FFF6343B69	1
70	531	und	O	none	0
71	535	eine	B-Dimensionierung-Menge	ABE406AD-6766-4583-BFA7-AD5E8ED4789B	2
72	540	Menge	I-Dimensionierung-Menge	ABE406AD-6766-4583-BFA7-AD5E8ED4789B	2
73	546	Dörfer	B-Ort-Container	B060824E-69A9-48F7-AA5F-7D9AA996031E	1
74	552	,	O	none	0
75	554	so	O	none	0
76	557	wie	O	none	0
77	560	\n                     	O	none	0
78	582	einzeln	O	none	0
79	590	gelegene	O	none	0
80	599	Häuser	B-Ort-Container	E8B1EDBB-413D-4E7F-981D-373D994880E7	1
81	606	und	O	none	0
82	610	Vorwerke	B-Ort-Container	B9BD2EDD-2020-4E36-BB76-4F1E6783348C	1
83	618	.	O	none	0
84	620	Hie	B-Positionierung	1C2BBEB7-9889-41C3-BBE4-7B2704660693	1
85	624	und	O	none	0
86	628	da	B-Positionierung	7D8F051F-2D73-40FA-A076-31532B020C5B	1
87	631	unterbricht	B-Bewegung-ALT	2BC52CEB-5E26-41A7-B77F-096A6EFF2AB7	1
88	643	ein	O	none	0
89	647	niedriger	B-Dimensionierung-Groesse	FDB9EFF6-C99C-479F-865A-AD22A2AD216D	1
90	656	\n                     	O	none	0
91	678	Höhenzug	B-Ort-Container	63FC7945-2F5D-4C91-AE34-BDB0A5AC9C4B	1
92	687	das	O	none	0
93	691	einförmige	O	none	0
94	702	Dickicht	B-Ort-Container	5E2F2EF8-01E3-4897-88B3-E89A166EB332	1
95	710	,	O	none	0
96	712	von	B-Richtung	8B6338B0-43E8-48D0-BDB4-5AC58C18358F	1
97	716	dem	O	none	0
98	720	herab	B-Richtung	DA2C6702-6109-473F-8A11-2071979F22DC	1
99	726	man	O	none	0
100	730	die	O	none	0
101	734	schwarze	O	none	0
102	743	Waldung	B-Ort-Container-BK	871E23EA-71B1-49FB-A93B-6D7EE4423242	1
103	750	\n                     	O	none	0
104	772	meilenweit	B-Dimensionierung-Abstand	E095660D-431F-44F3-933C-0647218CD54C	1
105	783	übersehen	B-Bewegung-Licht	7D8D3131-25B5-495A-AD62-EDD1C63178BA	1
106	793	kann	O	none	0
107	797	.	O	none	0
108	799	Am	B-Positionierung	25EA94ED-3232-40D2-A868-2FB6A4937038	1
109	802	Fuße	B-Ort-Abstrakt	16AF4674-273B-4A5F-A8A0-75D59242E503	1
110	807	solcher	O	none	0
111	815	meist	O	none	0
112	821	kahlen	O	none	0
113	828	Hügel	B-Ort-Container	1944A711-3E71-477E-8FE6-E6D66BC5250F	1
114	834	haben	O	none	0
115	840	sich	O	none	0
116	845	an	B-Positionierung	CEFB00F4-31D8-4D6C-BD15-E984F20ADEB2	1
117	847	\n                     	O	none	0
118	869	Waldbächen	O	none	0
119	879	,	O	none	0
120	881	 	O	none	0
121	882	deren	O	none	0
122	888	Gewässer	O	none	0
123	897	grünen	O	none	0
124	904	Wiesenbänder	O	none	0
125	917	um	O	none	0
126	920	die	O	none	0
127	924	gelben	O	none	0
128	931	Sandflächen	O	none	0
129	942	\n                     	O	none	0
130	964	winden	B-Bewegung-ALT	7A2A877E-4DFF-4417-AF0E-DC8132BBCB34	1
131	970	,	O	none	0
132	972	genügsame	O	none	0
133	982	Menschen	O	none	0
134	991	angesiedelt	B-Bewegung-Subjekt	D1144E87-C0ED-4599-AC30-FC1819FCF8E9	1
135	1002	,	O	none	0
136	1004	um	O	none	0
137	1007	von	O	none	0
138	1011	Kohlenbrennerei	O	none	0
139	1026	,	O	none	0
140	1028	von	O	none	0
141	1032	Fischfang	O	none	0
142	1041	,	O	none	0
143	1042	\n                     	O	none	0
144	1064	dürftigem	O	none	0
145	1074	Ackerbau	O	none	0
146	1082	,	O	none	0
147	1084	Handarbeit	O	none	0
148	1095	und	O	none	0
149	1099	Bienenzucht	O	none	0
150	1111	kümmerlich	O	none	0
151	1122	zu	O	none	0
152	1125	leben	O	none	0
153	1130	.	O	none	0
154	1132	Ergiebiger	O	none	0
155	1142	\n                     	O	none	0
156	1164	wird	O	none	0
157	1169	der	O	none	0
158	1173	Boden	B-Ort-Objekt	8ADC85A6-8511-4EF9-8B16-5C55D1875280	1
159	1179	der	B-Positionierung	B8B89291-B4F0-478D-A8C2-BC61E2E8531F	1
160	1183	Haide	B-Ort-Container	8622FB2A-D877-44F8-9E62-8C05796DBA18	1
161	1189	an	B-Positionierung	3C305155-0187-4EC6-B906-E09C2C03DB50	1
162	1192	den	O	none	0
163	1196	Grenzen	B-Ort-Abstrakt	5AAE548B-F01D-451F-9C50-8CD20B08BC26	1
164	1204	der	B-Positionierung	379CA69B-0AC6-4D12-A3BE-63A5C61AD4C8	1
165	1208	Oberlausitz	B-Ort-Container	0DFDB3E3-EB30-4FDC-B932-FB3104BC0A82	1
166	1219	.	O	none	0
167	1221	Hier	B-Positionierung	1F031079-89CD-4B91-A38C-4518EB1E6FBD	1
168	1226	durchschneiden	B-Bewegung-ALT	7DE46A31-96B4-406A-9ACB-DED17ABFA557	1
169	1240	\n                     	O	none	0
170	1262	fruchtbare	O	none	0
171	1273	Thäler	B-Ort-Container	CC2C0D5D-176E-4DB6-B857-3FA9604BC6CE	1
172	1280	die	O	none	0
173	1284	rauschende	B-Bewegung-Schall	DE0A08B7-7599-4CDB-B614-FE32B106DB44	1
174	1295	Waldung	B-Ort-Container	A08589AA-1135-4F9C-A94E-8EE2B6BED3AB	1
175	1302	,	O	none	0
176	1304	ansehnliche	O	none	0
177	1316	tiefe	B-Dimensionierung-Abstand	54538EF0-EAD6-4A4A-A28B-147C2C73B5C9	1
178	1322	und	O	none	0
179	1326	bereits	O	none	0
180	1333	\n                     	O	none	0
181	1355	schiffbare	O	none	0
182	1366	Flüsse	B-Ort-Container	691D2A50-74B3-4777-A501-C99D74722AF5	1
183	1373	bewässern	B-Bewegung-Objekt	894921B9-B54E-432D-8CEB-0E48C7D8A680	1
184	1383	das	O	none	0
185	1387	umliegende	O	none	0
186	1398	Land	B-Ort-Container-BK	3DE69228-5DA1-49FF-898B-512996F88BC0	1
187	1403	und	O	none	0
188	1407	sichern	O	none	0
189	1415	den	O	none	0
190	1419	Anwohnern	O	none	0
191	1429	eine	O	none	0
192	1433	\n                     	O	none	0
193	1455	heiterere	O	none	0
194	1465	Existenz	O	none	0
195	1474	als	O	none	0
196	1478	ihren	O	none	0
197	1484	in	B-Positionierung	F91B46CF-8DBA-4B81-848F-0108817B0735	1
198	1487	den	O	none	0
199	1491	dürren	O	none	0
200	1498	Haideflächen	B-Ort-Container	16803BBD-7518-4A8F-AD77-B28963EC8AAE	1
201	1511	versteckten	B-Bewegung-ALT	5974D14A-5A22-45B6-BD2E-70F5A7406D97	1
202	1523	Brüdern	O	none	0
203	1530	.	O	none	0
204	1531	\n                     	O	none	0
205	1553	Weiterhin	B-Dimensionierung-Abstand	427E11B9-1225-4C35-B4E0-72272C8A9BF4	1
206	1563	gegen	B-Richtung	5E1F1F0C-2BFD-46E1-BF4F-F2A4836255F0	1
207	1569	die	O	none	0
208	1573	Mark	B-Ort-Container	8FDE52A2-FE82-47F5-A392-514751B9198D	1
209	1578	zu	B-Richtung	758DAFA7-CF83-44AE-A301-958B7702BEEB	1
210	1581	verliert	B-Bewegung-ALT	D1CB3AF9-2137-4E41-8758-64CC3B7283EC	1
211	1590	sich	O	none	0
212	1595	das	O	none	0
213	1599	fruchtbare	O	none	0
214	1610	Erdreich	B-Ort-Objekt	4471C5C0-DD9D-45C4-8E9A-12C327E071EE	1
215	1619	wieder	O	none	0
216	1626	und	O	none	0
217	1629	\n                     	O	none	0
218	1651	die	O	none	0
219	1655	ganze	B-Dimensionierung-Menge	11B52656-4292-45EC-BE52-15F27F386C69	1
220	1661	Haide	B-Ort-Container	B3D803E3-7A4E-4910-A45E-D544FAF909FE	1
221	1667	verwandelt	B-Bewegung-ALT	CA1D211E-0301-41DE-88F6-4CF665B8061C	1
222	1678	sich	O	none	0
223	1683	in	O	none	0
224	1686	einen	O	none	0
225	1692	ungeheuren	O	none	0
226	1703	waldigen	O	none	0
227	1712	Moorbruch	B-Ort-Container	8BF88D82-ECE3-47DB-A4F0-C61F250A6BF0	1
228	1721	,	O	none	0
229	1723	den	O	none	0
230	1726	\n                     	O	none	0
231	1748	zahllose	B-Dimensionierung-Menge	8D4E7337-F6B8-4A4F-A5E1-919DA1671D77	1
232	1757	Flüßchen	B-Ort-Container	BBE673CF-C172-496B-B7EF-E554F978F18B	1
233	1765	,	O	none	0
234	1767	Bäche	B-Ort-Container	709DE88D-106A-4579-923C-6F9CFAE57F06	1
235	1772	,	O	none	0
236	1774	Kanäle	B-Ort-Container	28A9CCA8-4FE8-413F-B3F6-68A403549335	1
237	1781	und	O	none	0
238	1785	Teiche	B-Ort-Container	410E1C1E-4528-4C84-B252-6AB86FADA505	1
239	1792	durchschneiden	B-Bewegung-ALT	6E6F697A-25A0-4E38-8F40-154A03E8689D	1
240	1806	,	O	none	0
241	1808	und	O	none	0
242	1812	in	B-Positionierung	7DC398EE-E689-4937-A3F7-2EC07BCA425A	1
243	1815	welchem	O	none	0
244	1823	noch	O	none	0
245	1827	\n                     	O	none	0
246	1849	ein	O	none	0
247	1853	eigenthümliches	O	none	0
248	1869	Völkchen	O	none	0
249	1878	mit	O	none	0
250	1882	alterthümlichen	O	none	0
251	1898	Sitten	O	none	0
252	1905	still	O	none	0
253	1911	und	O	none	0
254	1915	zurückgezogen	B-Bewegung-ALT	8B804E6E-864E-4711-A8F3-41BF0DCDB2CB	1
255	1928	\n                     	O	none	0
256	1950	haust	B-Bewegung-Subjekt	5204869A-123E-4AC5-9C65-DB0021285B53	1
257	1955	.	O	none	0
258	1957	Es	O	none	0
259	1960	sind	O	none	0
260	1965	die	O	none	0
261	1969	Bewohner	O	none	0
262	1978	des	O	none	0
263	1982	Spreewaldes	B-Ort-Container	DA67388A-232D-4E52-8828-47E0C40D2B53	1
264	1993	.	O	none	0
265	1994	\n	O	none	0
266	1995	Durch	B-Richtung	814CCE4B-DB59-4A77-8798-B2DB6C842FA8	1
267	2001	die	O	none	0
268	2005	ermüdende	O	none	0
269	2015	Oede	B-Ort-ALT	CBED007B-E29E-4A49-AE62-33FC3B12617C	1
270	2020	jener	B-Positionierung-ALT	9935A6DA-55DE-4783-939B-B08EFF99D883	1
271	2026	sandigen	O	none	0
272	2035	Haide	B-Ort-Container	D3A7B2F0-0C10-43A6-8EF2-E8530688238F	1
273	2041	schleppte	B-Bewegung-Subjekt	B1FFA19F-FFDB-4CC5-8AE1-956AAB0B92D2	1
274	2051	sich	O	none	0
275	2056	in	O	none	0
276	2059	den	O	none	0
277	2063	letzten	O	none	0
278	2070	\n                     	O	none	0
279	2092	Tagen	O	none	0
280	2098	des	O	none	0
281	2102	Septembers	O	none	0
282	2113	1832	O	none	0
283	2118	ein	O	none	0
284	2122	ärmliches	O	none	0
285	2132	Fuhrwerk	B-Ort-Container	CFE7660C-6986-4E84-903B-8B7B41D16226	1
286	2140	,	O	none	0
287	2142	dessen	O	none	0
288	2149	gebrechlicher	O	none	0
289	2163	Bauart	O	none	0
290	2169	\n                     	O	none	0
291	2191	man	O	none	0
292	2195	es	O	none	0
293	2198	ansah	B-Bewegung-Licht	F197C5DA-C849-41ED-B172-5E38AF610747	1
294	2203	,	O	none	0
295	2205	daß	O	none	0
296	2209	es	O	none	0
297	2212	polnischen	O	none	0
298	2223	Juden	O	none	0
299	2229	angehören	O	none	0
300	2239	müsse	O	none	0
301	2244	.	O	none	0
302	2246	Die	O	none	0
303	2250	Räder	O	none	0
304	2256	 	O	none	0
305	2257	waren	O	none	0
306	2262	\n                     	O	none	0
307	2284	theilweise	O	none	0
308	2295	ohne	O	none	0
309	2300	Schienen	O	none	0
310	2308	,	O	none	0
311	2310	eine	O	none	0
312	2315	zerlöcherte	B-Bewegung-ALT	22292CF4-3E3A-4BA9-8575-414F8B032880	1
313	2327	und	O	none	0
314	2331	mit	O	none	0
315	2335	hundert	B-Dimensionierung-Menge	7920C4EC-6D9E-43DE-9442-26541F75337A	1
316	2343	Flicken	O	none	0
317	2351	besetzte	B-Bewegung-ALT	3DA9AA1D-FB78-491A-A857-DC32F3A93C6E	1
318	2359	\n                     	O	none	0
319	2381	Plane	O	none	0
320	2387	von	O	none	0
321	2391	schmutzig	O	none	0
322	2401	grauer	O	none	0
323	2408	Leinwand	O	none	0
324	2417	war	O	none	0
325	2421	über	B-Richtung	242A680D-A2B8-4913-A71D-477592751554	1
326	2426	halb	O	none	0
327	2431	zerknickte	B-Bewegung-ALT	6B5E581A-082F-4D04-BBE5-611EBD2AAF99	1
328	2442	Reifen	O	none	0
329	2448	\n                     	O	none	0
330	2470	ausgespannt	B-Bewegung-Subjekt	A7ACF123-8A2E-44D2-A7F0-F8005FC3376A	1
331	2481	,	O	none	0
332	2483	um	O	none	0
333	2486	die	O	none	0
334	2490	darunter	B-Positionierung	5CF60ABA-2C37-4577-B597-05E0A4EDD47C	1
335	2499	Sitzenden	O	none	0
336	2509	gegen	O	none	0
337	2515	Wind	O	none	0
338	2520	und	O	none	0
339	2524	Wetter	O	none	0
340	2531	zu	O	none	0
341	2534	schützen	O	none	0
342	2542	.	O	none	0
343	2544	In	B-Positionierung	BD090F43-E92D-4FD2-887C-465BC71E5101	1
344	2546	\n                     	O	none	0
345	2568	liederlichem	O	none	0
346	2581	Geschirr	O	none	0
347	2589	,	O	none	0
348	2591	an	B-Positionierung	04CBF8DD-511E-48C7-BDAB-905ED38E3430	1
349	2594	Strängen	O	none	0
350	2603	mit	O	none	0
351	2607	zahllosen	O	none	0
352	2617	Knoten	O	none	0
353	2624	und	O	none	0
354	2628	Troddeln	O	none	0
355	2636	,	O	none	0
356	2638	gingen	B-Bewegung-Subjekt	82FF126E-2BA5-4600-B0E3-94305716CCFD	1
357	2644	\n                     	O	none	0
358	2666	drei	B-Dimensionierung-Menge	8CEE35AA-C091-423E-9D08-079261E1792B	1
359	2671	muntere	O	none	0
360	2679	polnische	O	none	0
361	2689	Pferde	O	none	0
362	2695	,	O	none	0
363	2697	von	O	none	0
364	2701	denen	O	none	0
365	2707	zwei	B-Dimensionierung-Menge	8AA2C5CC-C7FF-408C-837E-9A4AAFC723AB	1
366	2712	an	B-Richtung	837721DD-5E34-4B80-86B2-605BE86049BB	1
367	2715	die	O	none	0
368	2719	Deichsel	O	none	0
369	2727	,	O	none	0
370	2729	das	O	none	0
371	2733	dritte	O	none	0
372	2740	nach	O	none	0
373	2744	\n                     	O	none	0
374	2766	polnischer	O	none	0
375	2777	Sitte	O	none	0
376	2783	mittelst	O	none	0
377	2792	einer	O	none	0
378	2798	Kette	O	none	0
379	2804	an	B-Richtung	B2E7F502-DF8B-48DE-B288-9A58721D4FF5	1
380	2807	die	O	none	0
381	2811	Achse	O	none	0
382	2817	des	O	none	0
383	2821	Hinterrades	O	none	0
384	2833	gespannt	B-Bewegung-Subjekt	FE8A63EA-0A39-43B1-A3E4-34C4B7BE72DD	1
385	2841	\n                     	O	none	0
386	2863	war	O	none	0
387	2866	.	O	none	0
388	2868	Dies	O	none	0
389	2873	letztere	O	none	0
390	2882	Thier	O	none	0
391	2887	,	O	none	0
392	2889	jung	O	none	0
393	2894	und	O	none	0
394	2898	feurig	O	none	0
395	2904	,	O	none	0
396	2906	versuchte	O	none	0
397	2916	selbst	O	none	0
398	2923	in	B-Positionierung	12DEFBDE-5F4A-4165-8D0A-95466BFF945B	1
399	2926	dem	O	none	0
400	2930	fußtiefen	B-Dimensionierung-Abstand	5C552084-C543-42D4-8C15-D8D55D8774E5	1
401	2939	\n                     	O	none	0
402	2961	Sande	B-Ort-Objekt	67908E57-E8CD-4186-ACD6-BDFF88D68B28	1
403	2967	häufig	O	none	0
404	2974	zu	O	none	0
405	2977	galoppiren	B-Bewegung-Subjekt	3E9A0136-5EDB-46DB-9A24-29548FD4B7F1	1
406	2987	,	O	none	0
407	2989	was	O	none	0
408	2993	ihm	O	none	0
409	2997	bei	O	none	0
410	3001	dem	O	none	0
411	3005	langsamern	O	none	0
412	3016	Schritt	O	none	0
413	3024	der	O	none	0
414	3028	beiden	B-Dimensionierung-Menge	9EDC7529-A01B-49A8-83E9-216E377199C1	1
415	3034	\n                     	O	none	0
416	3056	andern	O	none	0
417	3063	Pferde	O	none	0
418	3070	nicht	O	none	0
419	3076	recht	O	none	0
420	3082	gelingen	O	none	0
421	3091	wollte	O	none	0
422	3097	.	O	none	0
423	3098	\n	O	none	0
424	3099	Vorn	B-Positionierung	1C82924D-46DC-44B5-9D1C-3E4637D6F59B	1
425	3104	in	B-Positionierung	7D6E1AA7-7995-4D09-AF53-4D771BF61333	1
426	3107	der	O	none	0
427	3111	sogenannten	O	none	0
428	3123	Kelle	B-Ort-Container	28CB0673-FA9C-46E6-8D6B-7098756CFF49	1
429	3129	saß	O	none	0
430	3133	ein	O	none	0
431	3137	untersetzter	B-Dimensionierung-Groesse	E25EEF65-CDFC-4FEE-966B-15450911E0CA	1
432	3150	Kerl	O	none	0
433	3155	im	O	none	0
434	3158	langen	B-Dimensionierung-Groesse	EAB19275-818C-44A3-8761-DE4AE6D2079E	1
435	3165	schmutzigen	O	none	0
436	3176	\n                     	O	none	0
437	3198	Rock	O	none	0
438	3203	der	O	none	0
439	3207	gemeinen	O	none	0
440	3216	polnischen	O	none	0
441	3227	Trödeljuden	O	none	0
442	3238	.	O	none	0
443	3240	Ein	O	none	0
444	3244	struppiger	O	none	0
445	3255	Bart	O	none	0
446	3260	von	O	none	0
447	3264	unsicherer	O	none	0
448	3274	\n                     	O	none	0
449	3296	Farbe	O	none	0
450	3302	bedeckte	B-Bewegung-ALT	00808A9B-CAA7-4D64-9B08-68D928E93610	1
451	3311	sein	O	none	0
452	3316	ganzes	B-Dimensionierung-Menge	0D6A2D09-2FDA-4A8A-BE6E-43E17C668105	1
453	3323	blaurothes	O	none	0
454	3334	Gesicht	O	none	0
455	3341	,	O	none	0
456	3343	ein	O	none	0
457	3347	vielfach	O	none	0
458	3356	eingebogener	O	none	0
459	3368	\n                     	O	none	0
460	3390	Filzhut	O	none	0
461	3397	,	O	none	0
462	3399	hie	B-Positionierung	BE5F1562-A6DD-4718-AF2E-700A0839149D	1
463	3403	und	O	none	0
464	3407	da	B-Positionierung	B294F1F9-4AB8-4D1D-AC2F-EEEECF72730F	1
465	3410	zerbrochen	B-Bewegung-ALT	D8BC4DE1-5874-4AF2-9850-C0ACC83533C9	1
466	3420	,	O	none	0
467	3422	seinen	O	none	0
468	3429	Kopf	O	none	0
469	3433	.	O	none	0
470	3435	In	O	none	0
471	3438	Ermangelung	O	none	0
472	3450	eines	O	none	0
473	3456	Stützbretes	O	none	0
474	3467	\n                     	O	none	0
475	3489	für	O	none	0
476	3493	die	O	none	0
477	3497	Füße	O	none	0
478	3502	ließ	O	none	0
479	3507	er	O	none	0
480	3510	die	O	none	0
481	3514	in	O	none	0
482	3517	starken	O	none	0
483	3525	juchtenen	O	none	0
484	3535	Stiefeln	O	none	0
485	3544	steckenden	B-Bewegung-ALT	E1E9FA04-DFE3-4DD8-B26C-3B19CE2C77CC	1
486	3555	Beine	O	none	0
487	3561	zu	O	none	0
488	3563	\n                     	O	none	0
489	3585	beiden	B-Dimensionierung-Menge	637E2850-804E-4F0C-9391-4D5A2FCAB679	1
490	3592	Seiten	O	none	0
491	3599	der	O	none	0
492	3603	Deichsel	O	none	0
493	3612	herabbaumeln	O	none	0
494	3624	,	O	none	0
495	3626	so	O	none	0
496	3629	daß	O	none	0
497	3633	sie	O	none	0
498	3636	,	O	none	0
499	3638	wenn	O	none	0
500	3643	die	O	none	0
501	3647	Räder	O	none	0
502	3653	im	B-Positionierung	105467E6-FEC3-4F95-8794-EC61DB6E564D	1
503	3656	Sande	O	none	0
504	3661	\n                     	O	none	0
505	3683	tief	B-Dimensionierung-Abstand	6D18EC66-5EA9-486B-9FC2-C275662E0601	1
506	3688	einsanken	B-Bewegung-Objekt	44D6E6BE-265A-418A-8DA3-48F56AD6024E	1
507	3697	,	O	none	0
508	3699	oft	O	none	0
509	3703	den	O	none	0
510	3707	Boden	B-Ort-Objekt-BK	4E8EE9F9-12BA-4740-BEF3-77D48F65373D	1
511	3713	streiften	B-Bewegung-Objekt	33D24D11-D453-4C70-B89A-9792B2D67000	1
512	3722	.	O	none	0
513	3723	\n 	O	none	0
514	3725	Im	B-Positionierung	4BEBAE42-435F-46B8-BBDC-BB317156A8A9	1
515	3728	Innern	B-Ort-Container	E337E8E2-9AAC-41CD-8243-183FC4E4271F	1
516	3735	dieses	B-Positionierung	09AC75AB-19DF-4101-8C2B-4A945373425B	1
517	3742	Fuhrwerks	B-Ort-Container	6A73A79A-CE12-4673-89AD-B295901FD059	1
518	3752	saßen	O	none	0
519	3758	ein	O	none	0
520	3762	Greis	O	none	0
521	3768	und	O	none	0
522	3772	ein	O	none	0
523	3776	Jüngling	O	none	0
524	3785	von	O	none	0
525	3789	etwa	O	none	0
526	3793	\n                     	O	none	0
527	3815	siebzehn	O	none	0
528	3824	Jahren	O	none	0
529	3830	,	O	none	0
530	3832	und	O	none	0
531	3836	auf	O	none	0
532	3840	der	O	none	0
533	3844	an	B-Positionierung	91FA575F-6FC3-463E-A8A0-EDC59D7D51C5	1
534	3847	der	O	none	0
535	3851	Seite	B-Ort-Objekt-BK	B1D6C377-B15A-4463-A28B-3D894E7EAD5B	1
536	3857	des	B-Positionierung	372004F4-4D1E-45CE-B7BF-BEDCE7626A0E	1
537	3861	Wagens	B-Ort-Container	8D410AAF-0BAB-4D6D-A9CD-7E1C9E266EF6	1
538	3868	angebrachten	B-Bewegung-Subjekt	C3D8875F-D28B-4A36-9289-4591DF99CBD7	1
539	3881	eisernen	O	none	0
540	3889	\n                     	O	none	0
541	3911	Stiege	B-Ort-Container	FDA38ECB-4B3E-4A26-B9B1-31E537D4D78A	1
542	3918	stand	O	none	0
543	3924	ein	O	none	0
544	3928	jüdischer	O	none	0
545	3938	Knabe	O	none	0
546	3944	von	O	none	0
547	3948	etwa	O	none	0
548	3953	funfzehn	O	none	0
549	3962	Jahren	O	none	0
550	3969	und	O	none	0
551	3973	hielt	B-Bewegung-Subjekt	66953EF5-5CFC-4975-B5ED-87E3DF544D77	2
552	3979	sich	O	none	0
553	3984	mit	O	none	0
554	3987	\n                     	O	none	0
555	4009	beiden	B-Dimensionierung-Menge	11C78241-9AD0-4C69-A5F9-1CF6FE23784D	1
556	4016	Händen	O	none	0
557	4023	an	B-Positionierung	4D44124C-3D23-487D-9C57-352EE5DAFBE4	1
558	4026	den	O	none	0
559	4030	Tragreifen	O	none	0
560	4041	der	O	none	0
561	4045	Plane	O	none	0
562	4051	fest	B-Bewegung-Subjekt	66953EF5-5CFC-4975-B5ED-87E3DF544D77	2
563	4055	,	O	none	0
564	4057	um	O	none	0
565	4060	nicht	O	none	0
566	4066	das	O	none	0
567	4070	Gleichgewicht	O	none	0
568	4084	zu	O	none	0
569	4086	\n                     	O	none	0
570	4108	verlieren	B-Bewegung-ALT	08CC907E-8B5B-422B-B619-6BF5237958AD	1
571	4117	.	O	none	0
572	4118	\n	O	none	0
573	4119	Dies	O	none	0
574	4124	polnische	O	none	0
575	4134	Fuhrwerk	O	none	0
576	4143	hatte	O	none	0
577	4149	in	B-Richtung	5C24726E-C53C-4572-93BE-A7ED5DD66E7B	3
578	4152	schräger	I-Richtung	5C24726E-C53C-4572-93BE-A7ED5DD66E7B	3
579	4161	Richtung	I-Richtung	5C24726E-C53C-4572-93BE-A7ED5DD66E7B	3
580	4170	auf	B-Positionierung	CDD997AA-258B-4778-8E5F-B0E6AB79ACD0	1
581	4174	einem	O	none	0
582	4180	der	O	none	0
583	4184	vielen	B-Dimensionierung-Menge	14C28A20-01C0-4615-948C-3E71319F65B8	1
